,日付,始値,高値,安値,終値,出来高,終値調整
0,2015-08-24,6660.0,6800.0,6660.0,6800.0,2401.0,6800.0
1,2015-08-25,7090.0,7150.0,6750.0,6980.0,3798.0,6980.0
2,2015-08-26,7060.0,7060.0,6850.0,6860.0,6004.0,6860.0
3,2015-08-27,6710.0,6750.0,6670.0,6750.0,166.0,6750.0
4,2015-08-28,6590.0,6600.0,6560.0,6560.0,295.0,6560.0
5,2015-08-31,6580.0,6650.0,6580.0,6620.0,2638.0,6620.0
6,2015-09-01,6640.0,6850.0,6640.0,6850.0,1001.0,6850.0
7,2015-09-02,7010.0,7010.0,6800.0,6940.0,88.0,6940.0
8,2015-09-03,6800.0,6880.0,6780.0,6880.0,28.0,6880.0
9,2015-09-04,6980.0,7000.0,6980.0,7000.0,4.0,7000.0
10,2015-09-07,7090.0,7090.0,7010.0,7010.0,33.0,7010.0
11,2015-09-09,6900.0,6900.0,6700.0,6700.0,114.0,6700.0
12,2015-09-10,6930.0,6930.0,6830.0,6830.0,95.0,6830.0
13,2015-09-15,6880.0,6880.0,6880.0,6880.0,1.0,6880.0
14,2015-09-17,6780.0,6780.0,6770.0,6770.0,1030.0,6770.0
15,2015-09-18,6880.0,6880.0,6880.0,6880.0,5.0,6880.0
16,2015-09-25,7030.0,7030.0,7030.0,7030.0,16.0,7030.0
17,2015-09-28,6900.0,6990.0,6890.0,6970.0,1370.0,6970.0
18,2015-09-29,7090.0,7300.0,7090.0,7300.0,151.0,7300.0
19,2015-09-30,7080.0,7080.0,7080.0,7080.0,15.0,7080.0
20,2015-10-01,7040.0,7040.0,7000.0,7000.0,6.0,7000.0
21,2015-10-02,6960.0,6960.0,6920.0,6920.0,40.0,6920.0
22,2015-10-05,6820.0,6820.0,6820.0,6820.0,10.0,6820.0
23,2015-10-06,6720.0,6750.0,6700.0,6700.0,3803.0,6700.0
24,2015-10-07,6750.0,6750.0,6750.0,6750.0,1.0,6750.0
25,2015-10-13,6650.0,6650.0,6610.0,6620.0,85.0,6620.0
26,2015-10-14,6790.0,6800.0,6790.0,6800.0,160.0,6800.0
27,2015-10-15,6740.0,6740.0,6670.0,6670.0,20.0,6670.0
28,2015-10-16,6630.0,6630.0,6630.0,6630.0,30.0,6630.0
29,2015-10-20,6660.0,6660.0,6650.0,6660.0,101.0,6660.0
30,2015-10-21,6640.0,6640.0,6520.0,6520.0,22.0,6520.0
31,2015-10-22,6520.0,6520.0,6520.0,6520.0,1.0,6520.0
32,2015-10-23,6420.0,6420.0,6420.0,6420.0,1.0,6420.0
33,2015-10-26,6320.0,6370.0,6320.0,6350.0,226.0,6350.0
34,2015-10-27,6410.0,6430.0,6410.0,6430.0,2.0,6430.0
35,2015-10-28,6420.0,6420.0,6420.0,6420.0,1.0,6420.0
36,2015-10-29,6430.0,6460.0,6400.0,6400.0,617.0,6400.0
37,2015-10-30,6400.0,6400.0,6380.0,6380.0,11.0,6380.0
38,2015-11-02,6410.0,6500.0,6410.0,6490.0,21.0,6490.0
39,2015-11-04,6370.0,6370.0,6370.0,6370.0,1.0,6370.0
40,2015-11-05,6400.0,6400.0,6400.0,6400.0,1.0,6400.0
41,2015-11-06,6370.0,6370.0,6370.0,6370.0,79.0,6370.0
42,2015-11-09,6310.0,6310.0,6210.0,6210.0,4346.0,6210.0
43,2015-11-10,6410.0,6410.0,6200.0,6200.0,5.0,6200.0
44,2015-11-13,6260.0,6260.0,6260.0,6260.0,3.0,6260.0
45,2015-11-16,6360.0,6360.0,6280.0,6300.0,120.0,6300.0
46,2015-11-17,6220.0,6220.0,6220.0,6220.0,5.0,6220.0
47,2015-11-18,6320.0,6320.0,6320.0,6320.0,1.0,6320.0
48,2015-11-19,6170.0,6200.0,6150.0,6200.0,46.0,6200.0
49,2015-11-20,6100.0,6200.0,6100.0,6200.0,5.0,6200.0
50,2015-11-24,6100.0,6150.0,6100.0,6150.0,220.0,6150.0
51,2015-11-25,6190.0,6190.0,6170.0,6170.0,209.0,6170.0
52,2015-11-26,6120.0,6150.0,6120.0,6150.0,12.0,6150.0
53,2015-11-27,6180.0,6180.0,6180.0,6180.0,5.0,6180.0
54,2015-11-30,6230.0,6230.0,6190.0,6190.0,6.0,6190.0
55,2015-12-02,6150.0,6160.0,6150.0,6160.0,21.0,6160.0
56,2015-12-04,6300.0,6300.0,6210.0,6240.0,170.0,6240.0
57,2015-12-09,6300.0,6300.0,6300.0,6300.0,10.0,6300.0
58,2015-12-10,6600.0,6600.0,6200.0,6380.0,481.0,6380.0
59,2015-12-11,6350.0,6350.0,6350.0,6350.0,1.0,6350.0
60,2015-12-14,6360.0,6530.0,6360.0,6530.0,32.0,6530.0
61,2015-12-15,6480.0,6570.0,6480.0,6570.0,3.0,6570.0
62,2015-12-16,6430.0,6430.0,6400.0,6400.0,7.0,6400.0
63,2015-12-17,6300.0,6300.0,6240.0,6240.0,11.0,6240.0
64,2015-12-21,6420.0,6450.0,6410.0,6410.0,1004.0,6410.0
65,2015-12-24,6420.0,6420.0,6420.0,6420.0,1.0,6420.0
66,2015-12-25,6450.0,6450.0,6450.0,6450.0,1.0,6450.0
67,2015-12-29,6380.0,6380.0,6380.0,6380.0,15.0,6380.0
68,2015-12-30,6320.0,6330.0,6320.0,6330.0,16.0,6330.0
69,2016-01-04,6460.0,6490.0,6460.0,6490.0,3.0,6490.0
70,2016-01-05,6490.0,6490.0,6490.0,6490.0,8.0,6490.0
71,2016-01-06,6490.0,6550.0,6490.0,6550.0,2.0,6550.0
72,2016-01-07,6630.0,6700.0,6630.0,6690.0,3.0,6690.0
73,2016-01-08,6800.0,6800.0,6770.0,6770.0,81.0,6770.0
74,2016-01-12,6860.0,6920.0,6860.0,6920.0,11.0,6920.0
75,2016-01-13,6810.0,6810.0,6810.0,6810.0,2.0,6810.0
76,2016-01-14,7000.0,7040.0,7000.0,7010.0,4.0,7010.0
77,2016-01-15,6860.0,6970.0,6860.0,6970.0,11.0,6970.0
78,2016-01-18,7130.0,7130.0,7130.0,7130.0,21.0,7130.0
79,2016-01-19,7090.0,7090.0,7010.0,7010.0,2.0,7010.0
80,2016-01-20,7120.0,7120.0,7120.0,7120.0,1.0,7120.0
81,2016-01-21,7270.0,7270.0,7160.0,7160.0,59.0,7160.0
82,2016-01-22,7190.0,7190.0,7190.0,7190.0,1.0,7190.0
83,2016-01-25,6990.0,7040.0,6930.0,6930.0,33.0,6930.0
84,2016-01-26,7090.0,7090.0,7090.0,7090.0,30.0,7090.0
85,2016-01-28,6870.0,6870.0,6870.0,6870.0,1.0,6870.0
86,2016-01-29,6750.0,6750.0,6750.0,6750.0,30.0,6750.0
87,2016-02-01,6620.0,6620.0,6620.0,6620.0,1.0,6620.0
88,2016-02-03,6880.0,6880.0,6880.0,6880.0,1.0,6880.0
89,2016-02-04,6980.0,6980.0,6910.0,6910.0,202.0,6910.0
90,2016-02-08,7040.0,7040.0,7040.0,7040.0,1.0,7040.0
91,2016-02-09,7290.0,7330.0,7240.0,7330.0,131.0,7330.0
92,2016-02-10,7420.0,7660.0,7380.0,7590.0,432.0,7590.0
93,2016-02-12,7890.0,8000.0,7840.0,7980.0,456.0,7980.0
94,2016-02-15,7570.0,7600.0,7300.0,7300.0,555.0,7300.0
95,2016-02-17,7350.0,7350.0,7350.0,7350.0,15.0,7350.0
96,2016-02-18,7180.0,7180.0,7180.0,7180.0,1.0,7180.0
97,2016-02-24,7340.0,7340.0,7340.0,7340.0,1.0,7340.0
98,2016-03-02,7060.0,7060.0,7060.0,7060.0,5.0,7060.0
99,2016-03-03,6890.0,6890.0,6850.0,6860.0,41.0,6860.0
100,2016-03-04,6920.0,6920.0,6860.0,6860.0,101.0,6860.0
101,2016-03-08,6910.0,7010.0,6910.0,6970.0,298.0,6970.0
