,日付,始値,高値,安値,終値,出来高,終値調整
0,2012-04-12,4315.0,4365.0,4280.0,4355.0,106395.0,4355.0
1,2012-04-13,4460.0,4500.0,4430.0,4455.0,113935.0,4455.0
2,2012-04-16,4345.0,4350.0,4285.0,4290.0,209953.0,4290.0
3,2012-04-17,4300.0,4340.0,4280.0,4280.0,54725.0,4280.0
4,2012-04-18,4430.0,4480.0,4410.0,4465.0,123436.0,4465.0
5,2012-04-19,4395.0,4430.0,4375.0,4405.0,116689.0,4405.0
6,2012-04-20,4390.0,4390.0,4345.0,4380.0,76112.0,4380.0
7,2012-04-23,4405.0,4445.0,4335.0,4350.0,66043.0,4350.0
8,2012-04-24,4300.0,4325.0,4245.0,4315.0,227579.0,4315.0
9,2012-04-25,4380.0,4390.0,4345.0,4370.0,77325.0,4370.0
10,2012-04-26,4410.0,4435.0,4340.0,4365.0,88374.0,4365.0
11,2012-04-27,4380.0,4495.0,4280.0,4330.0,245862.0,4330.0
12,2012-05-01,4290.0,4290.0,4165.0,4175.0,136030.0,4175.0
13,2012-05-02,4215.0,4240.0,4175.0,4200.0,65765.0,4200.0
14,2012-05-07,3970.0,4015.0,3955.0,3965.0,234236.0,3965.0
15,2012-05-08,4035.0,4045.0,4005.0,4020.0,64286.0,4020.0
16,2012-05-09,3955.0,3955.0,3880.0,3905.0,173329.0,3905.0
17,2012-05-10,3870.0,3925.0,3850.0,3895.0,230313.0,3895.0
18,2012-05-11,3875.0,3910.0,3805.0,3815.0,108394.0,3815.0
19,2012-05-14,3855.0,3885.0,3815.0,3840.0,113671.0,3840.0
20,2012-05-15,3790.0,3805.0,3725.0,3795.0,216483.0,3795.0
21,2012-05-16,3760.0,3760.0,3655.0,3675.0,170011.0,3675.0
22,2012-05-17,3690.0,3755.0,3660.0,3740.0,130676.0,3740.0
23,2012-05-18,3600.0,3600.0,3505.0,3535.0,355162.0,3535.0
24,2012-05-21,3545.0,3580.0,3525.0,3545.0,131113.0,3545.0
25,2012-05-22,3620.0,3635.0,3590.0,3625.0,112631.0,3625.0
26,2012-05-23,3615.0,3615.0,3465.0,3495.0,327544.0,3495.0
27,2012-05-24,3485.0,3520.0,3435.0,3490.0,215253.0,3490.0
28,2012-05-25,3515.0,3525.0,3470.0,3505.0,309809.0,3505.0
29,2012-05-28,3510.0,3530.0,3490.0,3515.0,167892.0,3515.0
30,2012-05-29,3495.0,3565.0,3450.0,3560.0,210352.0,3560.0
31,2012-05-30,3550.0,3555.0,3490.0,3525.0,278577.0,3525.0
32,2012-05-31,3420.0,3470.0,3395.0,3470.0,208162.0,3470.0
33,2012-06-01,3410.0,3425.0,3370.0,3375.0,296675.0,3375.0
34,2012-06-04,3240.0,3270.0,3230.0,3265.0,241528.0,3265.0
35,2012-06-05,3285.0,3350.0,3280.0,3350.0,199775.0,3350.0
36,2012-06-06,3385.0,3470.0,3360.0,3450.0,365364.0,3450.0
37,2012-06-07,3550.0,3555.0,3510.0,3520.0,411870.0,3520.0
38,2012-06-08,3525.0,3525.0,3365.0,3390.0,254144.0,3390.0
39,2012-06-11,3530.0,3555.0,3495.0,3530.0,297161.0,3530.0
40,2012-06-12,3400.0,3485.0,3385.0,3460.0,172290.0,3460.0
41,2012-06-13,3485.0,3520.0,3470.0,3490.0,168265.0,3490.0
42,2012-06-14,3455.0,3495.0,3440.0,3495.0,89952.0,3495.0
43,2012-06-15,3525.0,3525.0,3465.0,3480.0,186186.0,3480.0
44,2012-06-18,3620.0,3640.0,3600.0,3620.0,322686.0,3620.0
45,2012-06-19,3570.0,3595.0,3530.0,3560.0,186514.0,3560.0
46,2012-06-20,3600.0,3640.0,3590.0,3635.0,270078.0,3635.0
47,2012-06-21,3660.0,3715.0,3660.0,3695.0,320167.0,3695.0
48,2012-06-22,3605.0,3690.0,3605.0,3670.0,220220.0,3670.0
49,2012-06-25,3690.0,3700.0,3605.0,3615.0,159224.0,3615.0
50,2012-06-26,3560.0,3590.0,3520.0,3585.0,177422.0,3585.0
51,2012-06-27,3575.0,3620.0,3545.0,3620.0,80768.0,3620.0
52,2012-06-28,3670.0,3745.0,3670.0,3725.0,361864.0,3725.0
53,2012-06-29,3690.0,3880.0,3670.0,3840.0,518419.0,3840.0
54,2012-07-02,3900.0,3910.0,3830.0,3840.0,202963.0,3840.0
55,2012-07-03,3850.0,3905.0,3850.0,3890.0,139520.0,3890.0
56,2012-07-04,3920.0,3940.0,3910.0,3915.0,214222.0,3915.0
57,2012-07-05,3895.0,3945.0,3885.0,3905.0,234669.0,3905.0
58,2012-07-06,3880.0,3900.0,3815.0,3865.0,144701.0,3865.0
59,2012-07-09,3785.0,3800.0,3740.0,3740.0,151591.0,3740.0
60,2012-07-10,3770.0,3805.0,3710.0,3710.0,103984.0,3710.0
61,2012-07-11,3695.0,3715.0,3660.0,3715.0,114383.0,3715.0
62,2012-07-12,3720.0,3720.0,3585.0,3585.0,224489.0,3585.0
63,2012-07-13,3570.0,3625.0,3570.0,3595.0,170888.0,3595.0
64,2012-07-17,3610.0,3670.0,3590.0,3630.0,102978.0,3630.0
65,2012-07-18,3660.0,3665.0,3590.0,3615.0,90686.0,3615.0
66,2012-07-19,3670.0,3695.0,3640.0,3670.0,112964.0,3670.0
67,2012-07-20,3660.0,3660.0,3545.0,3555.0,141660.0,3555.0
68,2012-07-23,3495.0,3510.0,3415.0,3430.0,238946.0,3430.0
69,2012-07-24,3425.0,3435.0,3375.0,3405.0,266963.0,3405.0
70,2012-07-25,3335.0,3365.0,3280.0,3310.0,374473.0,3310.0
71,2012-07-26,3345.0,3380.0,3305.0,3380.0,221168.0,3380.0
72,2012-07-27,3465.0,3470.0,3430.0,3465.0,192940.0,3465.0
73,2012-07-30,3540.0,3550.0,3485.0,3500.0,181067.0,3500.0
74,2012-07-31,3490.0,3605.0,3475.0,3570.0,181653.0,3570.0
75,2012-08-01,3515.0,3540.0,3475.0,3525.0,211844.0,3525.0
76,2012-08-02,3530.0,3575.0,3525.0,3530.0,88859.0,3530.0
77,2012-08-03,3445.0,3465.0,3425.0,3455.0,220319.0,3455.0
78,2012-08-06,3560.0,3610.0,3555.0,3595.0,223090.0,3595.0
79,2012-08-07,3590.0,3665.0,3580.0,3655.0,207806.0,3655.0
80,2012-08-08,3720.0,3785.0,3690.0,3705.0,356291.0,3705.0
81,2012-08-09,3710.0,3815.0,3695.0,3790.0,344127.0,3790.0
82,2012-08-10,3755.0,3775.0,3690.0,3725.0,202791.0,3725.0
83,2012-08-13,3725.0,3735.0,3700.0,3720.0,109488.0,3720.0
84,2012-08-14,3735.0,3790.0,3725.0,3745.0,92265.0,3745.0
85,2012-08-15,3775.0,3780.0,3700.0,3745.0,126450.0,3745.0
86,2012-08-16,3780.0,3895.0,3780.0,3880.0,266980.0,3880.0
87,2012-08-17,3920.0,3975.0,3890.0,3945.0,238662.0,3945.0
88,2012-08-20,3990.0,4000.0,3940.0,3975.0,328382.0,3975.0
89,2012-08-21,3955.0,3980.0,3935.0,3950.0,138132.0,3950.0
90,2012-08-22,3945.0,3950.0,3875.0,3910.0,99188.0,3910.0
91,2012-08-23,3880.0,3980.0,3870.0,3965.0,252518.0,3965.0
92,2012-08-24,3865.0,3885.0,3850.0,3875.0,168178.0,3875.0
93,2012-08-27,3925.0,3945.0,3885.0,3885.0,77725.0,3885.0
94,2012-08-28,3925.0,3925.0,3805.0,3860.0,172627.0,3860.0
95,2012-08-29,3860.0,3890.0,3850.0,3890.0,66783.0,3890.0
96,2012-08-30,3885.0,3885.0,3780.0,3810.0,137549.0,3810.0
97,2012-08-31,3740.0,3760.0,3675.0,3675.0,203092.0,3675.0
98,2012-09-03,3685.0,3725.0,3620.0,3635.0,210309.0,3635.0
99,2012-09-04,3655.0,3655.0,3590.0,3625.0,157514.0,3625.0
100,2012-09-05,3630.0,3630.0,3535.0,3535.0,248385.0,3535.0
101,2012-09-06,3570.0,3570.0,3530.0,3560.0,161754.0,3560.0
102,2012-09-07,3700.0,3715.0,3650.0,3715.0,343491.0,3715.0
103,2012-09-10,3690.0,3710.0,3675.0,3705.0,161646.0,3705.0
104,2012-09-11,3660.0,3660.0,3625.0,3650.0,200012.0,3650.0
105,2012-09-12,3665.0,3785.0,3660.0,3785.0,207392.0,3785.0
106,2012-09-13,3785.0,3835.0,3750.0,3800.0,246714.0,3800.0
107,2012-09-14,3900.0,3980.0,3885.0,3930.0,640388.0,3930.0
108,2012-09-18,3955.0,3965.0,3910.0,3930.0,339999.0,3930.0
109,2012-09-19,3950.0,4050.0,3925.0,4015.0,582914.0,4015.0
110,2012-09-20,3960.0,3990.0,3860.0,3860.0,333872.0,3860.0
111,2012-09-21,3895.0,3940.0,3890.0,3900.0,278431.0,3900.0
112,2012-09-24,3875.0,3885.0,3830.0,3850.0,144620.0,3850.0
113,2012-09-25,3835.0,3900.0,3825.0,3870.0,262864.0,3870.0
114,2012-09-26,3810.0,3835.0,3770.0,3790.0,288110.0,3790.0
115,2012-09-27,3740.0,3830.0,3730.0,3825.0,158791.0,3825.0
116,2012-09-28,3855.0,3855.0,3730.0,3745.0,219462.0,3745.0
117,2012-10-01,3705.0,3725.0,3655.0,3680.0,197102.0,3680.0
118,2012-10-02,3715.0,3730.0,3670.0,3680.0,127101.0,3680.0
119,2012-10-03,3680.0,3705.0,3630.0,3645.0,162913.0,3645.0
120,2012-10-04,3690.0,3755.0,3645.0,3720.0,211458.0,3720.0
121,2012-10-05,3745.0,3760.0,3700.0,3760.0,419032.0,3760.0
122,2012-10-09,3710.0,3730.0,3665.0,3665.0,310978.0,3665.0
123,2012-10-10,3565.0,3575.0,3505.0,3525.0,658991.0,3525.0
124,2012-10-11,3470.0,3535.0,3460.0,3490.0,332920.0,3490.0
