date,1460.csv,1357.csv,1489.csv,1490.csv,1312.csv
2015-01-05,,,,,
2015-01-06,,0.05867014341590613,,,-0.013452914798206279
2015-01-07,,-0.0024630541871921183,,,-0.005844155844155844
2015-01-08,,-0.03333333333333333,,,-0.006531678641410843
2015-01-09,,-0.002554278416347382,,,
2015-01-13,,0.015364916773367477,,,
2015-01-14,,0.03530895334174023,,,0.0
2015-01-15,,-0.037758830694275276,,,0.006578947368421052
2015-01-16,,0.026582278481012658,,,-0.024183006535947713
2015-01-19,,-0.01972872996300863,,,0.02277294038847957
2015-01-20,,-0.0389937106918239,,,0.0019646365422396855
2015-01-21,,0.007853403141361256,,,0.0
2015-01-22,,-0.006493506493506494,,,-0.00261437908496732
2015-01-23,,-0.01699346405228758,,,0.005897771952817824
2015-01-26,,0.003989361702127659,,,
2015-01-27,,-0.03443708609271523,,,
2015-01-28,,-0.0027434842249657062,,,-0.0038510911424903724
2015-01-29,,0.01925722145804677,,,0.01095360824742268
2015-01-30,,-0.008097165991902834,,,-0.0006373486297004461
2015-02-02,,0.013605442176870748,,,-0.0031887755102040817
2015-02-03,,0.025503355704697986,,,0.013435700575815739
2015-02-04,,-0.04057591623036649,,,-0.015151515151515152
2015-02-05,,0.019099590723055934,,,
2015-02-06,,-0.01606425702811245,,,
2015-02-09,,-0.006802721088435374,,,0.007046764894298526
2015-02-10,,0.005479452054794521,,,0.00826972010178117
2015-02-12,,-0.0326975476839237,,,0.004416403785488959
2015-02-13,,0.0028169014084507044,,,0.0
2015-02-16,,-0.007022471910112359,,,0.02198492462311558
2015-02-17,,0.0014144271570014145,,,-0.013521819299323909
2015-02-18,,-0.022598870056497175,,,0.011214953271028037
2015-02-19,,-0.0072254335260115606,,,0.008009858287122612
2015-02-20,,-0.010189228529839884,,,0.0012224938875305623
2015-02-23,,-0.013235294117647059,,,0.007936507936507936
2015-02-24,,-0.014903129657228018,,,0.0
2015-02-25,,0.0030257186081694403,,,0.0
2015-02-26,,-0.02262443438914027,,,0.012113870381586917
2015-02-27,,-0.0015432098765432098,,,0.013165769000598444
2015-03-02,,-0.0015455950540958269,,,-0.00767867690490254
2015-03-03,,-0.0015479876160990713,,,-0.007738095238095238
2015-03-04,,0.012403100775193798,,,0.008398320335932814
2015-03-05,,-0.0030627871362940277,,,
2015-03-06,,-0.026113671274961597,,,
2015-03-09,,0.017350157728706624,,,-0.003582089552238806
2015-03-10,,0.015503875968992248,,,0.0
2015-03-11,,-0.0061068702290076335,,,0.004194128220491312
2015-03-12,,-0.030721966205837174,,,0.0059665871121718375
2015-03-13,,-0.030110935023771792,,,0.014234875444839857
2015-03-16,,0.0016339869281045752,,,-0.005847953216374269
2015-03-17,,-0.01957585644371941,,,0.0035294117647058825
2015-03-18,,-0.010981697171381031,,,0.013481828839390387
2015-03-19,,0.008411843876177659,,,-0.002313475997686524
2015-03-20,,-0.008675342008675343,,,
2015-03-23,,-0.021878155503197577,,,
2015-03-24,,0.0055058499655884375,,,0.0
2015-03-25,,-0.0023956194387405884,,,-0.009770114942528735
2015-03-26,,0.032590051457975985,,,-0.0005803830528148578
2015-03-27,,0.0016611295681063123,,,
2015-03-30,,-0.011276948590381426,,,
2015-03-31,,0.016437437101643745,,,-0.004072134962187318
2015-04-01,,0.02145214521452145,,,-0.014018691588785047
2015-04-02,,-0.025848142164781908,,,0.02428909952606635
2015-04-03,,-0.013598673300165837,,,-0.015615962984384037
2015-04-06,,0.003026227303295225,,,0.005875440658049354
2015-04-07,,-0.025142474019443514,,,0.009929906542056074
2015-04-08,,-0.014786795048143054,,,0.006940427993059572
2015-04-09,,-0.014659685863874346,,,0.0011487650775416428
2015-04-10,,-0.0021253985122210413,,,0.002294893861158921
2015-04-13,,0.005324813631522897,,,0.0017172295363480253
2015-04-14,,-0.0014124293785310734,,,0.008571428571428572
2015-04-15,,0.005657708628005658,,,0.0011331444759206798
2015-04-16,,-0.0028129395218002813,,,-0.004527447651386531
2015-04-17,,0.022919605077574047,,,0.0
2015-04-20,,0.002068252326783868,,,-0.019329164297896533
2015-04-21,,-0.02786377708978328,,,0.008695652173913044
2015-04-22,,-0.02300070771408351,,,0.008620689655172414
2015-04-23,,-0.007243752263672582,,,0.0011396011396011395
2015-04-24,,0.01787668734038672,,,0.007398975526465566
2015-04-27,,0.005376344086021506,,,0.0
2015-04-28,,-0.009982174688057042,,,-0.00847457627118644
2015-04-30,,0.05473532589124955,,,-0.014245014245014245
2015-05-01,,-0.001707067258449983,,,0.005202312138728324
2015-05-07,,0.0253077975376197,,,0.0023001725129384704
2015-05-08,,-0.01067378252168112,,,-0.0017211703958691911
2015-05-11,,-0.022926500337154418,,,0.017241379310344827
2015-05-12,,0.0010351966873706005,,,
2015-05-13,,-0.014822475008617718,,,
2015-05-14,,0.017144856543037088,,,-0.004558404558404558
2015-05-15,,-0.011007911936704506,,,0.021179164281625643
2015-05-18,,-0.019130434782608695,,,0.0
2015-05-19,,-0.016312056737588652,,,0.003923766816143498
2015-05-20,,-0.01658255227108868,,,0.01619207146845338
2015-05-21,,0.002565982404692082,,,0.0
2015-05-22,,-0.009872029250457038,,,0.0
2015-05-25,,-0.01292466765140325,,,0.0005494505494505495
2015-05-26,,-0.004489337822671156,,,0.004393190554640308
2015-05-27,,0.0003757985719654265,,,0.0032804811372334607
2015-05-28,,-0.009767092411720512,,,0.004359673024523161
2015-05-29,,-0.0030349013657056147,,,-0.009766684753119913
2015-06-01,,0.0015220700152207,,,0.014794520547945205
2015-06-02,,0.003419452887537994,,,0.004319654427645789
2015-06-03,,0.007194244604316547,,,-0.010752688172043012
2015-06-04,,0.0,,,0.008152173913043478
2015-06-05,,-0.00037593984962406017,,,0.00215633423180593
2015-06-08,,0.000752162467092892,,,-0.010220548682087143
2015-06-09,,0.03494926719278467,,,-0.006521739130434782
2015-06-10,,0.002178649237472767,,,0.002188183807439825
2015-06-11,,-0.030434782608695653,,,-0.0054585152838427945
2015-06-12,,-0.002615844544095665,,,0.014818880351262349
2015-06-15,,0.0029973772948669914,,,-0.0027041644131963224
2015-06-16,,0.01270078446021666,,,-0.0005422993492407809
2015-06-17,,0.005164146071560309,,,-0.007596310363537711
2015-06-18,,0.02018348623853211,,,-0.004920721705850191
2015-06-19,,-0.019064748201438848,,,0.014835164835164835
2015-06-22,,-0.023835716905023837,,,0.004331348132106118
2015-06-23,,-0.03681442524417731,,,0.003234501347708895
2015-06-24,,-0.008190327613104524,,,0.0053734551316496505
2015-06-25,,0.009830908375933936,,,-0.003206841261357563
2015-06-26,,0.003115264797507788,,,-0.0005361930294906167
2015-06-29,,0.057841614906832296,,,-0.02092274678111588
2015-06-30,,-0.011376146788990826,,,-0.007671232876712329
2015-07-01,,-0.010764662212323682,,,0.008282716731087797
2015-07-02,,-0.016135084427767354,,,0.0208105147864184
2015-07-03,,-0.003432494279176201,,,-0.016630901287553648
2015-07-06,,0.041714504401071564,,,-0.012547735951991271
2015-07-07,,-0.02461425422483468,,,0.014364640883977901
2015-07-08,,0.05951035781544256,,,-0.03431372549019608
2015-07-09,,-0.007820831852115179,,,-0.018612521150592216
2015-07-10,,0.0025080616266571123,,,0.010344827586206896
2015-07-13,,-0.03002144388849178,,,0.004550625711035267
2015-07-14,,-0.026897568165070006,,,0.010758776896942242
2015-07-15,,-0.009087466868610375,,,0.009523809523809525
2015-07-16,,-0.013756209400076424,,,0.00776914539400666
2015-07-17,,-0.004261913986826811,,,0.004955947136563877
2015-07-21,,-0.01867704280155642,,,0.006575342465753425
2015-07-22,,0.022997620935765267,,,-0.011976047904191617
2015-07-23,,-0.007364341085271318,,,0.0027548209366391185
2015-07-24,,0.014447481452557595,,,-0.0016483516483516484
2015-07-27,,0.016936104695919937,,,-0.0170610897083104
2015-07-28,,-0.000757002271006813,,,0.010078387458006719
2015-07-29,,0.005303030303030303,,,0.0016629711751662971
