,日付,始値,高値,安値,終値,出来高,終値調整
0,2017-03-13,10000.0,10050.0,10000.0,10050.0,550.0,10050.0
1,2017-03-14,10050.0,10050.0,10040.0,10040.0,140.0,10040.0
2,2017-03-15,10050.0,10060.0,10040.0,10040.0,70.0,10040.0
3,2017-03-16,10640.0,10640.0,10040.0,10040.0,50.0,10040.0
4,2017-03-17,10040.0,10060.0,10040.0,10040.0,340.0,10040.0
5,2017-03-21,10070.0,10070.0,10070.0,10070.0,30.0,10070.0
6,2017-03-22,10070.0,10090.0,10070.0,10090.0,120.0,10090.0
7,2017-03-24,10100.0,10100.0,10100.0,10100.0,110.0,10100.0
8,2017-03-27,10120.0,10130.0,10120.0,10130.0,380.0,10130.0
9,2017-03-28,10130.0,10130.0,10130.0,10130.0,10.0,10130.0
10,2017-03-29,10150.0,10150.0,10150.0,10150.0,110.0,10150.0
11,2017-03-31,10150.0,10150.0,10150.0,10150.0,10.0,10150.0
12,2017-04-03,10110.0,10200.0,10110.0,10200.0,30.0,10200.0
13,2017-04-04,10200.0,10200.0,10200.0,10200.0,30.0,10200.0
14,2017-04-05,10200.0,10200.0,10200.0,10200.0,30.0,10200.0
15,2017-04-06,10600.0,10600.0,10120.0,10120.0,210.0,10120.0
16,2017-04-10,10200.0,10300.0,10200.0,10300.0,190.0,10300.0
17,2017-04-11,10300.0,10300.0,10300.0,10300.0,10.0,10300.0
18,2017-04-13,10300.0,10300.0,10300.0,10300.0,20.0,10300.0
19,2017-04-14,10300.0,10300.0,10300.0,10300.0,70.0,10300.0
20,2017-04-17,10200.0,10200.0,10120.0,10120.0,100.0,10120.0
21,2017-04-18,10290.0,10290.0,10290.0,10290.0,10.0,10290.0
22,2017-04-19,10120.0,10300.0,10120.0,10300.0,30.0,10300.0
23,2017-04-24,10300.0,10300.0,10300.0,10300.0,40.0,10300.0
24,2017-04-25,10280.0,10300.0,10240.0,10300.0,160.0,10300.0
25,2017-04-26,10200.0,10300.0,10200.0,10300.0,30.0,10300.0
26,2017-04-27,10300.0,10300.0,10090.0,10090.0,420.0,10090.0
27,2017-04-28,10110.0,10110.0,10110.0,10110.0,160.0,10110.0
28,2017-05-01,10200.0,10200.0,10150.0,10150.0,20.0,10150.0
29,2017-05-08,10290.0,10290.0,10290.0,10290.0,10.0,10290.0
30,2017-05-12,10200.0,10300.0,10200.0,10300.0,190.0,10300.0
31,2017-05-15,10400.0,10400.0,10400.0,10400.0,110.0,10400.0
32,2017-05-16,10400.0,10400.0,10400.0,10400.0,10.0,10400.0
33,2017-05-17,10390.0,10390.0,10200.0,10200.0,250.0,10200.0
34,2017-05-18,10210.0,10210.0,10210.0,10210.0,80.0,10210.0
35,2017-05-19,10370.0,10380.0,10370.0,10380.0,60.0,10380.0
36,2017-05-22,10370.0,10370.0,10370.0,10370.0,10.0,10370.0
37,2017-05-23,10370.0,10370.0,10350.0,10350.0,20.0,10350.0
38,2017-05-24,10250.0,10500.0,10200.0,10230.0,660.0,10230.0
39,2017-05-25,10240.0,10240.0,10220.0,10220.0,150.0,10220.0
40,2017-05-26,10220.0,10220.0,10220.0,10220.0,100.0,10220.0
41,2017-05-29,10340.0,10340.0,10210.0,10270.0,100.0,10270.0
42,2017-05-30,10210.0,10210.0,10210.0,10210.0,50.0,10210.0
43,2017-06-01,10210.0,10210.0,10210.0,10210.0,10.0,10210.0
44,2017-06-02,10280.0,10280.0,10210.0,10280.0,60.0,10280.0
45,2017-06-05,10280.0,10280.0,10280.0,10280.0,50.0,10280.0
46,2017-06-06,10250.0,10250.0,10220.0,10220.0,80.0,10220.0
47,2017-06-08,10300.0,10300.0,10300.0,10300.0,10.0,10300.0
48,2017-06-09,10220.0,10220.0,10160.0,10190.0,730.0,10190.0
49,2017-06-20,10200.0,10200.0,10180.0,10180.0,340.0,10180.0
50,2017-06-22,10270.0,10270.0,10270.0,10270.0,10.0,10270.0
51,2017-06-23,10200.0,10200.0,10200.0,10200.0,10.0,10200.0
52,2017-06-26,10200.0,10200.0,10200.0,10200.0,10.0,10200.0
53,2017-06-27,10200.0,10200.0,10180.0,10180.0,150.0,10180.0
54,2017-06-28,10170.0,10300.0,10170.0,10300.0,240.0,10300.0
55,2017-07-03,10300.0,10300.0,10300.0,10300.0,10.0,10300.0
56,2017-07-05,10170.0,10170.0,10170.0,10170.0,10.0,10170.0
57,2017-07-06,10170.0,10170.0,10170.0,10170.0,20.0,10170.0
58,2017-07-07,10220.0,10220.0,10220.0,10220.0,10.0,10220.0
59,2017-07-10,10170.0,10170.0,10150.0,10150.0,260.0,10150.0
60,2017-07-13,10160.0,10160.0,10150.0,10150.0,140.0,10150.0
61,2017-07-24,10170.0,10170.0,10150.0,10150.0,290.0,10150.0
62,2017-07-25,10140.0,10140.0,10140.0,10140.0,30.0,10140.0
