,日付,始値,高値,安値,終値,出来高,終値調整
0,2017-02-13,36250.0,36250.0,36000.0,36000.0,4732.0,36000.0
1,2017-02-14,36250.0,36250.0,35800.0,35850.0,1300.0,35850.0
2,2017-02-15,36250.0,36450.0,36250.0,36400.0,199.0,36400.0
3,2017-02-16,36400.0,36500.0,36150.0,36200.0,468.0,36200.0
4,2017-02-17,36350.0,36350.0,36150.0,36250.0,351.0,36250.0
5,2017-02-20,36200.0,36250.0,35950.0,36250.0,496.0,36250.0
6,2017-02-21,36400.0,36600.0,36350.0,36550.0,1022.0,36550.0
7,2017-02-22,36700.0,36700.0,36500.0,36650.0,149.0,36650.0
8,2017-02-23,36700.0,36700.0,36300.0,36600.0,371.0,36600.0
9,2017-02-24,36600.0,36600.0,36300.0,36300.0,452.0,36300.0
10,2017-02-27,36350.0,36350.0,35600.0,35850.0,2543.0,35850.0
11,2017-02-28,36050.0,36250.0,35950.0,35950.0,279.0,35950.0
12,2017-03-01,36150.0,36300.0,35900.0,36250.0,357.0,36250.0
13,2017-03-02,36950.0,36950.0,36650.0,36800.0,849.0,36800.0
14,2017-03-03,36750.0,36750.0,36450.0,36500.0,316.0,36500.0
15,2017-03-06,36550.0,36550.0,36350.0,36550.0,337.0,36550.0
16,2017-03-07,36600.0,36650.0,36450.0,36550.0,423.0,36550.0
17,2017-03-08,36600.0,36600.0,36350.0,36450.0,529.0,36450.0
18,2017-03-09,36650.0,36650.0,36500.0,36600.0,184.0,36600.0
19,2017-03-10,36850.0,37000.0,36700.0,37000.0,231.0,37000.0
20,2017-03-13,37000.0,37050.0,36900.0,37000.0,531.0,37000.0
21,2017-03-14,37050.0,37050.0,36950.0,37000.0,146.0,37000.0
22,2017-03-15,36900.0,36900.0,36650.0,36900.0,637.0,36900.0
23,2017-03-16,36800.0,36950.0,36650.0,36900.0,388.0,36900.0
24,2017-03-17,36850.0,36850.0,36650.0,36700.0,5864.0,36700.0
25,2017-03-21,36600.0,36750.0,36350.0,36550.0,421.0,36550.0
26,2017-03-22,36100.0,36500.0,35550.0,35650.0,3836.0,35650.0
27,2017-03-23,35600.0,35700.0,35500.0,35600.0,1701.0,35600.0
28,2017-03-24,35650.0,36000.0,35600.0,35900.0,142.0,35900.0
29,2017-03-27,35650.0,35900.0,35250.0,35400.0,1375.0,35400.0
30,2017-03-28,35600.0,35700.0,35550.0,35650.0,132.0,35650.0
31,2017-03-29,35750.0,36100.0,35750.0,36100.0,116.0,36100.0
32,2017-03-30,36050.0,36100.0,35950.0,36000.0,160.0,36000.0
33,2017-03-31,36100.0,36150.0,35600.0,35600.0,176.0,35600.0
34,2017-04-03,35500.0,35550.0,35150.0,35450.0,665.0,35450.0
35,2017-04-04,35300.0,35300.0,34900.0,35200.0,6365.0,35200.0
36,2017-04-05,35050.0,35150.0,34550.0,34750.0,6254.0,34750.0
37,2017-04-06,34450.0,34500.0,34100.0,34250.0,1146.0,34250.0
38,2017-04-07,34350.0,34650.0,34150.0,34450.0,481.0,34450.0
39,2017-04-10,34650.0,34900.0,34500.0,34900.0,214.0,34900.0
40,2017-04-11,34550.0,34600.0,34400.0,34600.0,201.0,34600.0
41,2017-04-12,34250.0,34250.0,34000.0,34000.0,1292.0,34000.0
42,2017-04-13,33650.0,33800.0,33400.0,33750.0,1400.0,33750.0
43,2017-04-14,33750.0,33750.0,33250.0,33250.0,821.0,33250.0
44,2017-04-17,33400.0,33500.0,33200.0,33450.0,161.0,33450.0
45,2017-04-18,33600.0,33950.0,33600.0,33650.0,363.0,33650.0
46,2017-04-19,33550.0,33550.0,33300.0,33550.0,385.0,33550.0
47,2017-04-20,33550.0,33850.0,33550.0,33700.0,52.0,33700.0
48,2017-04-21,33950.0,34300.0,33950.0,34100.0,149.0,34100.0
49,2017-04-24,34400.0,34450.0,34250.0,34250.0,184.0,34250.0
50,2017-04-25,34250.0,34900.0,34250.0,34850.0,162.0,34850.0
51,2017-04-26,35250.0,35450.0,35200.0,35400.0,407.0,35400.0
52,2017-04-27,35300.0,35550.0,35300.0,35450.0,129.0,35450.0
53,2017-04-28,35400.0,35400.0,35300.0,35350.0,56.0,35350.0
54,2017-05-01,35450.0,35500.0,35350.0,35500.0,12.0,35500.0
55,2017-05-02,35550.0,35750.0,35500.0,35600.0,612.0,35600.0
56,2017-05-08,36050.0,36400.0,36050.0,36300.0,985.0,36300.0
57,2017-05-09,36300.0,36350.0,36050.0,36100.0,334.0,36100.0
58,2017-05-10,36250.0,36250.0,36100.0,36100.0,27.0,36100.0
59,2017-05-11,36250.0,36400.0,36150.0,36300.0,628.0,36300.0
60,2017-05-12,36250.0,36250.0,36100.0,36200.0,278.0,36200.0
61,2017-05-15,35700.0,36000.0,35700.0,35800.0,278.0,35800.0
62,2017-05-16,35950.0,36000.0,35700.0,35700.0,87.0,35700.0
