date,1477.csv,1478.csv,1475.csv
2015-10-20,,,
2015-10-21,0.017964071856287425,0.024725274725274724,0.017321785476349102
2015-10-22,0.0029411764705882353,-0.002680965147453083,-0.0045841519318926
2015-10-23,0.017595307917888565,0.023118279569892472,0.019078947368421053
2015-10-26,0.008645533141210375,0.0031529164477141357,0.0071013557133634605
2015-10-27,-0.002285714285714286,0.010476689366160294,-0.009615384615384616
2015-10-28,-0.013172966781214204,-0.027475375842405392,0.0006472491909385113
2015-10-29,0.012768427161926872,0.02025586353944563,0.0019404915912031048
2015-10-30,0.008595988538681949,0.0073145245559038665,0.005810200129115558
2015-11-02,0.0,-0.01970954356846473,-0.01989730423620026
2015-11-04,-0.011931818181818182,0.01164021164021164,0.0091683038637852
2015-11-05,0.0011500862564692352,0.0015690376569037657,0.011680726800778715
2015-11-06,0.013785180930499713,0.001566579634464752,0.0025657472738935213
2015-11-09,-0.006798866855524079,0.025547445255474453,0.015355086372360844
2015-11-10,0.009697661152310326,0.0005083884087442806,0.001890359168241966
2015-11-11,0.001694915254237288,-0.003048780487804878,0.00440251572327044
2015-11-12,0.0011280315848843769,-0.0025484199796126403,-0.0006261740763932373
2015-11-13,-0.0022535211267605635,-0.007664793050587634,-0.006892230576441102
2015-11-16,-0.001129305477131564,-0.005664263645726055,-0.007570977917981073
2015-11-17,0.0005652911249293386,0.008285862247540134,0.01080737444373808
2015-11-18,0.002824858757062147,-0.0015408320493066256,-0.0018867924528301887
2015-11-19,-0.0022535211267605635,0.00565843621399177,0.007561436672967864
2015-11-20,0.014680971202710334,-0.005626598465473146,0.0006253908692933083
2015-11-24,0.0,0.006172839506172839,0.00375
2015-11-25,-0.0027824151363383415,-0.007157464212678937,-0.00684931506849315
2015-11-26,0.004464285714285714,0.0020597322348094747,0.0018808777429467085
2015-11-27,-0.006111111111111111,0.0005138746145940391,-0.0025031289111389237
2015-11-30,-0.010061486864169928,-0.011299435028248588,-0.008155583437892095
2015-12-01,-0.010163749294184076,0.0,0.012017710309930424
2015-12-02,0.00912721049629207,0.006753246753246753,0.001875
2015-12-03,0.005087620124364048,0.0005159958720330237,0.0006238303181534623
2015-12-04,-0.009561304836895388,-0.006188757091284167,-0.0199501246882793
2015-12-07,0.010789324247586598,-0.0036325895173845357,0.008905852417302799
2015-12-08,-0.007303370786516854,-0.0010416666666666667,-0.010718789407313998
2015-12-09,-0.00792303338992643,-0.007820646506777894,-0.0082855321861058
2015-12-10,-0.01540216771249287,-0.006831318970047294,-0.010282776349614395
2015-12-11,0.002317497103128621,-0.00582010582010582,0.005844155844155844
2015-12-14,0.0017341040462427746,-0.004789781798829164,-0.012265978050355068
2015-12-15,-0.013271783035199077,-0.0213903743315508,-0.01699346405228758
2015-12-16,0.008187134502923977,0.0273224043715847,0.02327127659574468
2015-12-17,0.017981438515081206,0.013297872340425532,0.016894087069525665
2015-12-18,-0.002279202279202279,-0.006299212598425197,-0.0134185303514377
2015-12-21,-0.011422044545973729,-0.007395668251452721,-0.007124352331606218
2015-12-22,0.01097631426920855,-0.0005321979776476849,0.0019569471624266144
2015-12-24,0.005714285714285714,0.01597444089456869,-0.0078125
2015-12-25,0.013068181818181817,0.014150943396226415,-0.004593175853018373
2015-12-28,-0.0269209197980931,-0.015503875968992248,0.008569545154911009
2015-12-29,0.008069164265129682,0.004724409448818898,0.0058823529411764705
2015-12-30,0.006289308176100629,0.005747126436781609,-0.00649772579597141
2016-01-04,-0.022727272727272728,-0.03168831168831169,-0.009810333551340745
2016-01-05,0.0005813953488372093,0.004291845493562232,-0.004623513870541612
2016-01-06,-0.006391632771644393,-0.025106837606837608,-0.009953550099535502
2016-01-07,-0.008771929824561403,-0.01315068493150685,-0.020107238605898123
2016-01-08,-0.010029498525073746,-0.000555247084952804,-0.006155950752393981
2016-01-12,-0.027413587604290822,0.0,-0.031658637302133516
2016-01-13,0.0196078431372549,-0.015555555555555555,0.02771855010660981
2016-01-14,-0.022235576923076924,-0.02652370203160271,-0.024204702627939143
2016-01-15,0.003073140749846343,0.0034782608695652175,-0.003543586109142452
2016-01-18,-0.0006127450980392157,-0.0005777007510109763,-0.00995732574679943
2016-01-19,-0.002452483139178418,0.007514450867052023,0.0007183908045977011
2016-01-20,-0.03318992009834051,-0.02868617326448652,-0.03589375448671931
2016-01-21,-0.02670057215511761,-0.025398700531600708,-0.027550260610573342
2016-01-22,0.033964728935336384,0.052121212121212124,0.05436447166921899
2016-01-25,0.018951358180669616,0.013824884792626729,0.010893246187363835
2016-01-26,-0.0049597024178549285,-0.03409090909090909,-0.021551724137931036
2016-01-27,0.006230529595015576,0.04823529411764706,0.02936857562408223
2016-01-28,0.009907120743034056,-0.0028058361391694723,-0.004992867332382311
2016-01-29,0.03862660944206009,0.027574563871693866,0.034408602150537634
2016-02-01,0.014167650531286895,0.028477546549835708,0.01593901593901594
2016-02-02,0.002910360884749709,-0.026091586794462194,-0.0068212824010914054
2016-02-03,-0.017991874637260593,-0.01913613996719519,-0.03159340659340659
2016-02-04,-0.015366430260047281,-0.005016722408026756,-0.01347517730496454
2016-02-05,-0.019807923169267706,-0.020168067226890758,-0.013659237958303379
2016-02-08,0.019595835884874464,0.00686106346483705,0.008017492711370262
2016-02-09,-0.04384384384384384,-0.01306076093128904,-0.05350686912509038
2016-02-10,-0.035175879396984924,0.02704257767548907,-0.03208556149732621
2016-02-12,-0.044270833333333336,0.0,-0.05209155485398579
2016-02-15,0.07629427792915532,0.008403361344537815,0.07993338884263114
2016-02-16,-0.010759493670886076,0.008333333333333333,0.002313030069390902
2016-02-17,-0.02431222008957134,-0.01046831955922865,-0.011538461538461539
2016-02-18,0.01639344262295082,-0.036748329621380846,0.022568093385214007
2016-02-19,0.004516129032258065,0.04566473988439306,-0.0136986301369863
2016-02-22,-0.00449582530507386,-0.000552791597567717,0.004629629629629629
2016-02-23,-0.0006451612903225806,-0.00165929203539823,-0.006144393241167435
2016-02-24,-0.007746933505487412,-0.06925207756232687,-0.008500772797527048
2016-02-25,0.02147039687703318,0.009523809523809525,0.02260327357755261
2016-02-26,0.012738853503184714,0.008254716981132075,0.0022865853658536584
2016-02-29,-0.006289308176100629,0.005847953216374269,-0.00988593155893536
2016-03-01,-0.00949367088607595,-0.012790697674418604,0.0007680491551459293
2016-03-02,0.019169329073482427,0.025323910482921083,0.03837298541826554
2016-03-03,0.007523510971786834,0.012062033314187249,0.013303769401330377
2016-03-04,0.01120099564405725,0.013053348467650397,0.005105762217359592
2016-03-07,0.0024615384615384616,0.0028011204481792717,-0.009433962264150943
2016-03-08,-0.00798035604665439,-0.016201117318435754,-0.010256410256410256
2016-03-09,-0.01051980198019802,0.01306076093128904,-0.010362694300518135
2016-03-10,-0.008755472170106316,-0.020179372197309416,0.014210919970082274
2016-03-11,0.03028391167192429,0.02116704805491991,0.004424778761061947
2016-03-14,-0.001837109614206981,0.0056022408963585435,0.015418502202643172
2016-03-15,-0.017791411042944787,0.0,-0.008676789587852495
2016-03-16,0.0037476577139287947,-0.03175487465181059,-0.005105762217359592
2016-03-17,0.001866832607342875,0.0,-0.001466275659824047
2016-03-18,-0.007453416149068323,-0.0028768699654775605,-0.010279001468428781
2016-03-22,0.015644555694618274,0.013271783035199077,0.017062314540059347
2016-03-23,-0.009858287122612447,-0.003416856492027335,-0.002188183807439825
2016-03-24,-0.0006222775357809583,-0.008,-0.008771929824561403
2016-03-25,0.007471980074719801,0.006336405529953917,0.008849557522123894
2016-03-28,0.0006180469715698393,0.008013737836290785,0.011695906432748537
2016-03-29,0.010500308832612723,0.009653605905735378,0.006502890173410405
2016-03-30,0.007334963325183374,-0.012935883014623173,-0.014357501794687724
2016-03-31,-0.007281553398058253,-0.008547008547008548,-0.008011653313911144
2016-04-01,-0.029951100244498777,-0.027586206896551724,-0.03450807635829662
2016-04-04,-0.004410838059231254,-0.001182033096926714,0.001520912547528517
2016-04-05,-0.013291139240506329,-0.02485207100591716,-0.025816249050873197
2016-04-06,-0.012187299550994226,-0.0012135922330097086,0.0
2016-04-07,0.0006493506493506494,0.0054678007290400975,0.002338269680436477
2016-04-08,0.004542504866969501,0.013897280966767372,0.012441679626749611
2016-04-11,0.0006459948320413437,-0.010727056019070322,-0.004608294930875576
2016-04-12,0.0006455777921239509,0.019879518072289156,0.014660493827160493
2016-04-13,0.011612903225806452,0.021264028352037802,0.025095057034220533
2016-04-14,0.02040816326530612,0.020821283979178717,0.02744807121661721
2016-04-15,-0.00875,0.0050991501416430595,-0.009386281588447653
2016-04-18,-0.0018915510718789407,-0.02762119503945885,-0.02696793002915452
2016-04-19,0.009475679090334808,0.021449275362318842,0.03220973782771536
2016-04-20,0.009386733416770964,0.007945516458569807,0.0021770682148040637
2016-04-21,0.018598884066955982,0.01632882882882883,0.017378711078928313
2016-04-22,0.0036518563603164943,0.00554016620498615,0.010676156583629894
2016-04-25,-0.010309278350515464,-0.005509641873278237,-0.002112676056338028
2016-04-26,-0.0006127450980392157,-0.006094182825484765,-0.008468595624558928
2016-04-27,0.009196811771919068,-0.0039018952062430325,-0.002135231316725979
2016-04-28,-0.04556500607533415,-0.029099048684946838,-0.03281027104136947
2016-05-02,-0.012730744748567792,-0.02363112391930836,-0.03171091445427729
2016-05-06,0.0070921985815602835,0.01652892561983471,0.0
2016-05-09,0.0,-0.006968641114982578,0.006854531607006854
2016-05-10,0.024327784891165175,0.017543859649122806,0.02193645990922844
2016-05-11,-0.000625,-0.0034482758620689655,-0.0029607698001480384
2016-05-12,0.004377736085053158,-0.00461361014994233,0.002969561989606533
2016-05-13,-0.0018679950186799503,-0.007531865585168019,-0.013323464100666173
2016-05-16,-0.0012476606363069245,0.002335084646818447,-0.0007501875468867217
2016-05-17,0.005621486570893191,-0.0005824111822947001,0.010510510510510511
2016-05-18,-0.0006211180124223603,-0.005827505827505828,0.004457652303120356
2016-05-19,-0.0018645121193287756,0.007033997655334115,0.0007396449704142012
2016-05-20,-0.0006226650062266501,-0.0017462165308498253,0.004434589800443459
2016-05-23,-0.001869158878504673,-0.007580174927113703,-0.0051508462104488595
2016-05-24,-0.0024968789013732834,-0.0011750881316098707,-0.006656804733727811
2016-05-25,-0.0006257822277847309,0.011764705882352941,0.011169024571854059
2016-05-26,0.015654351909830933,0.018604651162790697,-0.0007363770250368188
2016-05-27,-0.011097410604192354,-0.01598173515981735,0.005158437730287398
2016-05-30,-0.0006234413965087282,0.01160092807424594,0.011730205278592375
2016-05-31,0.0056144728633811605,0.006307339449541285,0.010144927536231883
2016-06-01,0.0,-0.009116809116809116,-0.010760401721664276
2016-06-02,-0.01054590570719603,-0.013225991949396205,-0.023205221174764323
2016-06-03,-0.016927899686520375,-0.015151515151515152,0.004454342984409799
